id,date_releve,humidity,dewpoint,pressure,windspeed,visibility,cloudcover,windgust,uvindex,precipintensity,precipintensitymax,temperaturehigh,temperaturelow,temperaturehighoffset2,temperaturelowoffset2,temperature,temperatureoffset2
313,2017-07-13,69.00,13.93,1019.77,3.21,9.89,73.00,6.70,6.11,0.00,0.02,25.39,15.46,27.39,17.46,20.43,22.43
578,2017-07-14,65.00,12.78,1019.86,4.16,9.93,65.00,8.81,6.30,0.00,0.03,25.01,14.03,27.01,16.03,19.52,21.52
939,2017-07-15,61.00,11.61,1021.75,3.30,9.98,63.00,7.09,6.31,0.00,0.00,26.11,15.59,28.11,17.59,20.85,22.85
388,2017-07-17,62.00,14.70,1020.72,2.93,9.73,53.00,6.19,6.20,0.00,0.01,29.61,18.15,31.61,20.15,23.88,25.88
655,2017-07-18,57.00,15.04,1017.38,3.56,9.99,26.00,7.41,5.21,0.01,0.19,32.18,19.61,34.18,21.61,25.90,27.90
781,2017-07-19,64.00,15.70,1013.15,3.96,9.86,76.00,9.18,5.55,0.00,0.01,28.34,17.54,30.34,19.54,22.94,24.94
519,2017-07-20,69.00,14.23,1013.73,4.02,9.85,78.00,9.10,5.62,0.03,0.19,24.36,14.51,26.36,16.51,19.44,21.44
277,2017-07-21,69.00,13.31,1012.19,3.47,9.89,77.00,9.38,6.13,0.08,1.07,24.90,15.55,26.90,17.55,20.23,22.23
1128,2017-07-22,74.00,14.58,1012.96,3.57,9.92,78.00,8.21,5.82,0.02,0.24,24.41,15.71,26.41,17.71,20.06,22.06
604,2017-07-23,71.00,13.60,1016.97,4.10,9.83,80.00,7.48,5.24,0.02,0.22,23.62,15.66,25.62,17.66,19.64,21.64
88,2017-07-24,75.00,13.79,1014.95,5.03,9.76,80.00,10.60,5.90,0.04,0.41,22.70,15.25,24.70,17.25,18.98,20.98
190,2017-07-25,71.00,12.82,1015.46,4.65,9.80,75.00,9.06,5.38,0.02,0.24,23.03,14.29,25.03,16.29,18.66,20.66
495,2017-07-26,73.00,13.40,1013.25,4.13,9.36,76.00,7.62,5.58,0.02,0.13,23.66,16.04,25.66,18.04,19.85,21.85
83,2017-07-27,72.00,14.32,1012.23,4.00,9.77,82.00,8.08,5.11,0.01,0.08,24.70,15.98,26.70,17.98,20.34,22.34
943,2017-07-28,68.00,13.83,1015.09,3.89,9.99,77.00,7.55,5.42,0.00,0.07,25.35,16.58,27.35,18.58,20.97,22.97
243,2017-07-29,69.00,15.40,1014.17,3.64,9.65,76.00,7.26,4.93,0.02,0.28,28.01,18.06,30.01,20.06,23.04,25.04
481,2017-07-30,68.00,15.41,1012.47,4.07,9.97,79.00,8.18,5.18,0.01,0.09,26.01,16.13,28.01,18.13,21.07,23.07
1181,2017-07-31,69.00,14.64,1013.59,3.00,9.94,76.00,5.63,5.33,0.00,0.06,26.58,17.16,28.58,19.16,21.87,23.87
473,2017-08-01,68.00,14.90,1015.21,2.94,9.93,77.00,6.71,5.54,0.03,0.22,27.42,16.71,29.42,18.71,22.07,24.07
500,2017-08-02,68.00,15.91,1017.05,3.09,9.69,70.00,7.35,4.41,0.09,1.27,29.52,18.96,31.52,20.96,24.24,26.24
282,2017-08-03,67.00,16.32,1015.25,4.10,9.94,76.00,9.54,4.92,0.01,0.06,28.39,18.33,30.39,20.33,23.36,25.36
89,2017-08-04,66.00,15.60,1015.45,3.37,9.96,82.00,6.44,4.42,0.01,0.11,27.86,17.71,29.86,19.71,22.79,24.79
108,2017-08-05,67.00,14.78,1017.30,3.74,9.90,80.00,7.53,4.41,0.01,0.08,26.03,14.25,28.03,16.25,20.14,22.14
803,2017-08-06,62.00,11.51,1021.15,3.32,9.98,60.00,6.77,5.44,0.02,0.21,25.66,13.06,27.66,15.06,19.36,21.36
691,2017-08-07,58.00,10.87,1016.38,2.53,10.00,55.00,5.90,3.74,0.00,0.01,27.68,16.13,29.68,18.13,21.91,23.91
129,2017-08-08,73.00,13.49,1013.57,3.71,9.82,84.00,8.65,4.86,0.10,1.10,22.20,12.75,24.20,14.75,17.48,19.48
6,2017-08-09,72.00,11.46,1016.73,3.47,9.89,74.00,7.70,4.81,0.04,0.48,21.91,12.85,23.91,14.85,17.38,19.38
30,2017-08-10,73.00,11.07,1020.50,4.01,9.73,79.00,7.95,4.95,0.06,0.39,21.00,12.59,23.00,14.59,16.80,18.80
1048,2017-08-11,71.00,10.64,1020.87,4.13,9.56,76.00,8.36,4.90,0.03,0.30,21.14,13.13,23.14,15.13,17.14,19.14
697,2017-08-12,71.00,11.81,1020.63,3.87,9.69,81.00,7.28,4.45,0.01,0.09,22.76,14.01,24.76,16.01,18.39,20.39
305,2017-08-13,68.00,12.58,1020.35,2.29,9.94,78.00,4.54,4.00,0.00,0.01,24.76,13.86,26.76,15.86,19.31,21.31
439,2017-08-14,65.00,13.73,1017.11,2.42,9.91,54.00,5.61,4.26,0.00,0.01,28.70,17.46,30.70,19.46,23.08,25.08
521,2017-08-15,70.00,15.07,1017.01,3.10,9.92,78.00,7.71,4.24,0.01,0.21,25.81,15.53,27.81,17.53,20.67,22.67
625,2017-08-16,72.00,14.74,1020.18,2.27,9.71,73.00,5.62,4.95,0.00,0.07,26.18,17.08,28.18,19.08,21.63,23.63
750,2017-08-17,71.00,15.80,1017.99,3.28,9.78,77.00,6.12,4.02,0.03,0.47,27.07,17.50,29.07,19.50,22.29,24.29
1151,2017-08-18,74.00,15.53,1016.76,3.62,9.87,76.00,8.39,4.67,0.03,0.32,25.36,14.38,27.36,16.38,19.87,21.87
414,2017-08-19,67.00,11.47,1020.73,3.86,9.94,63.00,7.80,4.90,0.01,0.10,23.28,11.56,25.28,13.56,17.42,19.42
561,2017-08-20,61.00,9.39,1023.56,3.10,10.01,69.00,6.99,4.21,0.00,0.03,23.87,13.60,25.87,15.60,18.74,20.74
418,2017-08-21,62.00,11.59,1021.21,2.47,9.67,80.00,5.43,2.88,0.01,0.06,26.82,15.58,28.82,17.58,21.20,23.20
991,2017-08-22,62.00,13.71,1017.10,2.84,9.66,63.00,5.97,3.12,0.00,0.01,29.58,16.87,31.58,18.87,23.23,25.23
534,2017-08-23,70.00,15.34,1016.35,3.12,9.87,73.00,6.23,4.07,0.01,0.10,27.35,16.21,29.35,18.21,21.78,23.78
71,2017-08-24,72.00,15.54,1017.33,2.48,9.78,73.00,5.27,4.14,0.02,0.33,26.99,16.84,28.99,18.84,21.92,23.92
705,2017-08-25,71.00,15.71,1016.57,2.86,9.80,74.00,5.72,4.62,0.01,0.10,27.53,16.58,29.53,18.58,22.06,24.06
346,2017-08-26,69.00,15.89,1015.90,2.38,9.29,55.00,5.03,5.12,0.00,0.02,29.31,17.95,31.31,19.95,23.63,25.63
999,2017-08-27,66.00,16.11,1016.13,2.39,9.73,78.00,5.74,3.29,0.02,0.21,30.25,17.94,32.25,19.94,24.10,26.10
156,2017-08-28,65.00,16.39,1015.43,2.27,9.62,57.00,5.15,3.33,0.00,0.02,31.48,18.06,33.48,20.06,24.77,26.77
814,2017-08-29,66.00,16.48,1013.24,2.53,9.59,54.00,5.93,3.64,0.00,0.01,30.61,18.32,32.61,20.32,24.47,26.47
1147,2017-08-30,76.00,16.11,1012.49,3.39,9.61,82.00,8.00,3.98,0.07,0.70,25.28,14.14,27.28,16.14,19.71,21.71
152,2017-08-31,77.00,12.78,1018.83,3.16,9.75,81.00,6.78,4.24,0.10,0.73,21.05,11.92,23.05,13.92,16.49,18.49
874,2017-09-01,72.00,10.80,1020.00,3.14,9.94,71.00,7.91,4.40,0.03,0.34,21.47,11.72,23.47,13.72,16.60,18.60
615,2017-09-02,70.00,9.77,1020.65,3.73,9.71,64.00,7.92,4.17,0.01,0.08,21.08,10.27,23.08,12.27,15.68,17.68
147,2017-09-03,70.00,9.56,1015.64,3.03,9.48,78.00,7.11,4.17,0.04,0.23,21.72,14.01,23.72,16.01,17.87,19.87
1169,2017-09-04,73.00,13.15,1015.31,2.55,9.69,86.00,5.17,4.07,0.01,0.14,23.89,15.54,25.89,17.54,19.72,21.72
377,2017-09-05,75.00,14.81,1019.50,3.39,9.78,80.00,7.46,4.29,0.00,0.05,24.68,15.41,26.68,17.41,20.05,22.05
76,2017-09-06,70.00,12.45,1022.09,4.22,9.96,81.00,8.14,3.83,0.01,0.08,22.03,13.12,24.03,15.12,17.58,19.58
502,2017-09-07,69.00,10.57,1018.94,3.63,9.98,82.00,6.99,3.79,0.00,0.02,21.01,13.67,23.01,15.67,17.34,19.34
669,2017-09-08,73.00,11.67,1011.42,4.37,9.73,85.00,9.15,3.64,0.05,0.41,21.08,13.31,23.08,15.31,17.20,19.20
348,2017-09-09,78.00,11.66,1004.31,4.19,9.84,80.00,9.09,3.90,0.12,1.19,19.13,11.05,21.13,13.05,15.09,17.09
248,2017-09-10,76.00,10.37,1006.95,4.58,9.68,79.00,10.63,3.88,0.01,0.11,19.53,12.71,21.53,14.71,16.12,18.12
546,2017-09-11,71.00,10.31,1006.07,5.76,9.91,77.00,13.84,3.90,0.04,0.28,19.73,12.12,21.73,14.12,15.93,17.93
576,2017-09-12,69.00,9.44,1012.82,4.95,9.92,73.00,10.83,3.81,0.03,0.29,20.09,12.61,22.09,14.61,16.35,18.35
880,2017-09-13,75.00,12.29,1013.89,6.06,9.40,80.00,14.07,3.50,0.04,0.26,21.74,13.13,23.74,15.13,17.44,19.44
539,2017-09-14,74.00,10.46,1015.07,5.32,9.79,73.00,13.16,3.98,0.06,0.62,19.34,9.40,21.34,11.40,14.37,16.37
538,2017-09-15,74.00,8.09,1015.23,2.98,9.90,75.00,6.85,3.62,0.03,0.38,17.67,8.06,19.67,10.06,12.87,14.87
271,2017-09-16,77.00,7.95,1013.12,2.70,9.60,77.00,6.49,3.62,0.04,0.37,17.42,8.49,19.42,10.49,12.96,14.96
460,2017-09-17,78.00,8.17,1014.82,2.91,9.60,79.00,6.72,3.57,0.03,0.39,16.82,9.06,18.82,11.06,12.94,14.94
533,2017-09-18,79.00,9.02,1017.99,2.53,9.15,78.00,6.46,3.48,0.02,0.22,17.65,9.18,19.65,11.18,13.42,15.42
303,2017-09-19,75.00,8.34,1021.03,3.70,9.72,72.00,7.61,3.60,0.03,0.42,17.68,7.69,19.68,9.69,12.69,14.69
1069,2017-09-20,72.00,7.77,1021.50,2.59,9.57,64.00,6.47,3.02,0.00,0.02,19.57,8.05,21.57,10.05,13.81,15.81
220,2017-09-21,69.00,8.28,1018.64,2.53,9.70,53.00,6.69,2.17,0.00,0.06,21.89,9.64,23.89,11.64,15.77,17.77
728,2017-09-22,74.00,10.03,1021.46,2.07,9.76,66.00,6.01,3.17,0.00,0.02,21.14,9.70,23.14,11.70,15.42,17.42
430,2017-09-23,75.00,10.79,1021.18,2.01,9.44,62.00,6.10,2.19,0.00,0.01,22.75,11.27,24.75,13.27,17.01,19.01
293,2017-09-24,75.00,11.96,1019.17,2.10,9.17,70.00,5.81,2.67,0.02,0.23,23.85,12.83,25.85,14.83,18.34,20.34
1,2017-09-25,81.00,12.71,1019.15,2.43,9.17,81.00,6.80,3.10,0.03,0.38,20.52,12.58,22.52,14.58,16.55,18.55
858,2017-09-26,81.00,12.48,1021.18,1.76,8.58,76.00,5.43,3.24,0.00,0.03,20.70,10.88,22.70,12.88,15.79,17.79
648,2017-09-27,77.00,11.90,1020.96,2.36,8.24,69.00,6.60,2.88,0.01,0.15,22.78,12.76,24.78,14.76,17.77,19.77
351,2017-09-28,75.00,12.74,1022.36,2.47,9.68,75.00,6.67,2.50,0.01,0.08,23.45,13.41,25.45,15.41,18.43,20.43
1110,2017-09-29,75.00,13.00,1020.73,2.71,9.56,75.00,6.80,2.26,0.01,0.12,24.32,12.98,26.32,14.98,18.65,20.65
822,2017-09-30,80.00,11.69,1020.11,2.76,9.61,84.00,8.13,2.93,0.06,0.60,18.79,11.70,20.79,13.70,15.25,17.25
349,2017-10-01,84.00,12.19,1019.84,3.39,8.69,91.00,6.43,2.95,0.02,0.19,18.42,14.50,20.42,16.50,16.46,18.46
897,2017-10-02,84.00,14.25,1020.75,3.65,9.36,90.00,8.01,2.95,0.02,0.22,20.49,13.75,22.49,15.75,17.12,19.12
238,2017-10-03,79.00,12.46,1022.47,3.17,9.62,74.00,8.33,2.90,0.03,0.41,19.97,9.44,21.97,11.44,14.71,16.71
515,2017-10-04,75.00,9.59,1025.30,2.26,9.86,65.00,6.13,2.55,0.00,0.01,20.36,9.06,22.36,11.06,14.71,16.71
600,2017-10-05,78.00,10.25,1021.48,3.48,9.49,69.00,8.60,2.33,0.00,0.04,20.75,10.18,22.75,12.18,15.47,17.47
794,2017-10-06,71.00,7.78,1022.84,4.29,9.79,64.00,8.91,2.74,0.01,0.07,17.60,6.12,19.60,8.12,11.86,13.86
870,2017-10-07,69.00,5.75,1024.23,3.08,9.73,67.00,8.33,1.57,0.00,0.04,18.14,9.43,20.14,11.43,13.79,15.79
441,2017-10-08,78.00,9.35,1020.79,2.88,9.38,82.00,6.95,2.19,0.01,0.06,18.11,10.29,20.11,12.29,14.20,16.20
684,2017-10-09,81.00,10.54,1021.10,2.23,8.77,81.00,6.02,2.52,0.01,0.09,18.81,10.37,20.81,12.37,14.59,16.59
1032,2017-10-10,80.00,10.75,1020.42,2.62,9.43,81.00,6.22,2.10,0.01,0.07,19.22,10.14,21.22,12.14,14.68,16.68
928,2017-10-11,75.00,10.52,1019.96,3.19,9.73,74.00,7.74,1.74,0.00,0.02,21.83,12.08,23.83,14.08,16.96,18.96
1038,2017-10-12,79.00,12.22,1024.38,2.80,9.58,76.00,7.01,2.07,0.00,0.03,21.13,11.13,23.13,13.13,16.13,18.13
203,2017-10-13,77.00,11.65,1025.92,2.07,9.17,67.00,5.25,1.98,0.00,0.03,23.03,10.77,25.03,12.77,16.90,18.90
290,2017-10-14,77.00,11.69,1025.98,1.94,8.27,64.00,5.26,1.86,0.00,0.07,23.30,11.42,25.30,13.42,17.36,19.36
886,2017-10-15,77.00,12.61,1023.80,3.14,9.16,54.00,5.83,1.29,0.00,0.02,24.26,13.50,26.26,15.50,18.88,20.88
438,2017-10-16,73.00,12.49,1022.70,3.71,9.72,51.00,7.34,1.29,0.00,0.00,24.29,10.72,26.29,12.72,17.51,19.51
542,2017-10-17,75.00,10.90,1020.77,2.85,9.46,58.00,5.94,1.55,0.01,0.11,22.34,11.70,24.34,13.70,17.02,19.02
105,2017-10-18,78.00,11.88,1013.65,3.03,9.32,71.00,6.17,2.07,0.01,0.20,21.58,12.40,23.58,14.40,16.99,18.99
720,2017-10-19,78.00,11.80,1010.39,4.04,9.37,75.00,9.39,2.00,0.07,0.70,20.63,11.77,22.63,13.77,16.20,18.20
694,2017-10-20,75.00,10.71,1014.53,4.12,9.86,75.00,8.90,2.05,0.01,0.21,19.36,11.97,21.36,13.97,15.67,17.67
458,2017-10-21,79.00,11.06,1016.97,5.25,9.70,75.00,13.58,1.98,0.04,0.35,18.79,9.95,20.79,11.95,14.37,16.37
333,2017-10-22,72.00,6.98,1021.52,5.55,10.00,75.00,11.94,1.95,0.04,0.30,15.38,9.53,17.38,11.53,12.46,14.46
1180,2017-10-23,77.00,8.20,1023.59,4.15,9.44,83.00,7.78,1.95,0.03,0.18,16.22,11.16,18.22,13.16,13.69,15.69
795,2017-10-24,79.00,10.68,1024.01,3.09,9.23,84.00,6.16,1.57,0.00,0.04,19.65,10.98,21.65,12.98,15.32,17.32
617,2017-10-25,78.00,10.72,1023.65,2.20,9.11,76.00,5.07,1.31,0.00,0.03,21.49,10.04,23.49,12.04,15.77,17.77
966,2017-10-26,79.00,10.64,1025.37,1.79,7.36,72.00,4.65,1.43,0.00,0.03,21.60,11.19,23.60,13.19,16.40,18.40
725,2017-10-27,80.00,10.49,1028.38,3.50,8.40,79.00,7.55,1.95,0.00,0.04,17.87,6.83,19.87,8.83,12.35,14.35
1099,2017-10-28,77.00,6.71,1028.48,3.27,8.81,71.00,7.01,1.62,0.00,0.03,15.84,7.92,17.84,9.92,11.88,13.88
1175,2017-10-29,80.00,7.86,1022.07,4.39,9.45,90.00,8.62,1.64,0.01,0.10,15.24,7.26,17.24,9.26,11.25,13.25
619,2017-10-30,74.00,5.22,1024.22,3.74,9.81,70.00,8.02,1.62,0.00,0.03,13.95,3.06,15.95,5.06,8.51,10.51
800,2017-10-31,74.00,3.37,1025.89,2.33,9.65,50.00,5.53,0.93,0.00,0.01,14.72,4.30,16.72,6.30,9.51,11.51
872,2017-11-01,74.00,5.14,1021.68,2.47,9.80,55.00,5.35,0.79,0.00,0.00,17.04,7.57,19.04,9.57,12.31,14.31
986,2017-11-02,80.00,8.68,1018.07,2.30,9.03,77.00,5.06,1.40,0.00,0.01,17.75,8.00,19.75,10.00,12.88,14.88
563,2017-11-03,82.00,9.12,1014.41,2.25,8.18,71.00,5.20,1.40,0.01,0.18,17.76,9.87,19.76,11.87,13.82,15.82
19,2017-11-04,84.00,10.30,1010.86,3.72,9.07,81.00,7.65,1.52,0.06,0.65,17.22,8.24,19.22,10.24,12.73,14.73
475,2017-11-05,79.00,5.90,1015.78,4.75,9.77,76.00,11.01,1.55,0.09,0.74,12.31,3.94,14.31,5.94,8.13,10.13
466,2017-11-06,74.00,2.34,1021.84,4.44,9.71,70.00,9.18,1.50,0.00,0.03,11.15,2.23,13.15,4.23,6.69,8.69
780,2017-11-07,76.00,1.91,1019.66,3.30,9.58,74.00,6.84,0.98,0.02,0.29,10.86,4.10,12.86,6.10,7.48,9.48
1190,2017-11-08,80.00,3.59,1020.50,3.36,9.32,85.00,6.65,1.40,0.03,0.19,9.91,5.24,11.91,7.24,7.58,9.58
92,2017-11-09,83.00,4.81,1025.13,2.92,8.84,87.00,5.41,1.38,0.03,0.15,10.33,5.95,12.33,7.95,8.14,10.14
160,2017-11-10,83.00,6.37,1024.95,3.93,8.72,87.00,8.05,1.36,0.01,0.10,12.54,8.20,14.54,10.20,10.37,12.37
530,2017-11-11,85.00,8.56,1019.46,5.26,9.07,89.00,11.26,1.24,0.05,0.28,14.04,10.06,16.04,12.06,12.05,14.05
367,2017-11-12,81.00,7.55,1013.12,6.07,9.42,82.00,14.41,1.26,0.05,0.52,14.49,4.36,16.49,6.36,9.43,11.43
65,2017-11-13,72.00,1.47,1019.78,5.44,10.00,70.00,11.30,1.26,0.00,0.04,9.92,2.18,11.92,4.18,6.05,8.05
508,2017-11-14,76.00,1.35,1024.65,3.30,9.02,69.00,6.78,1.19,0.00,0.00,10.50,2.73,12.50,4.73,6.62,8.62
45,2017-11-15,77.00,2.04,1023.91,2.38,8.32,80.00,5.01,0.88,0.00,0.01,11.70,2.51,13.70,4.51,7.11,9.11
1104,2017-11-16,79.00,2.54,1023.32,2.01,7.81,76.00,4.05,0.83,0.00,0.01,11.06,3.33,13.06,5.33,7.20,9.20
292,2017-11-17,80.00,3.65,1024.66,2.40,7.87,71.00,5.20,1.02,0.00,0.02,12.55,3.52,14.55,5.52,8.04,10.04
956,2017-11-18,82.00,3.79,1024.32,2.68,8.10,76.00,5.50,0.98,0.01,0.11,11.14,3.11,13.14,5.11,7.13,9.13
218,2017-11-19,81.00,3.56,1023.21,2.68,8.35,79.00,5.81,1.00,0.01,0.11,11.53,3.34,13.53,5.34,7.44,9.44
934,2017-11-20,83.00,4.56,1022.91,2.97,8.19,82.00,6.27,0.90,0.00,0.03,11.92,5.30,13.92,7.30,8.61,10.61
85,2017-11-21,81.00,5.63,1018.88,2.97,8.53,80.00,5.45,0.79,0.00,0.00,14.47,5.14,16.47,7.14,9.81,11.81
1107,2017-11-22,75.00,5.62,1011.77,4.36,9.15,68.00,9.30,0.74,0.00,0.02,16.35,9.32,18.35,11.32,12.84,14.84
724,2017-11-23,73.00,7.64,1010.76,5.23,9.71,73.00,12.48,1.00,0.03,0.41,16.56,8.69,18.56,10.69,12.63,14.63
688,2017-11-24,82.00,8.03,1014.91,3.41,9.48,87.00,7.37,1.00,0.04,0.41,14.05,7.24,16.05,9.24,10.65,12.65
1142,2017-11-25,80.00,4.65,1018.53,4.16,9.50,78.00,10.07,1.00,0.05,0.29,10.58,1.91,12.58,3.91,6.25,8.25
155,2017-11-26,74.00,0.15,1027.84,3.85,9.96,67.00,8.17,0.98,0.00,0.05,8.98,2.05,10.98,4.05,5.52,7.52
855,2017-11-27,76.00,1.65,1025.67,4.18,9.76,78.00,9.13,0.86,0.03,0.31,10.31,2.88,12.31,4.88,6.60,8.60
318,2017-11-28,79.00,2.36,1013.74,3.48,9.65,80.00,7.71,0.90,0.06,0.60,9.64,2.19,11.64,4.19,5.92,7.92
1045,2017-11-29,83.00,1.75,1009.62,2.85,8.92,77.00,5.72,0.98,0.01,0.11,7.93,1.17,9.93,3.17,4.55,6.55
953,2017-11-30,78.00,-0.21,1012.25,4.00,9.35,78.00,8.71,1.05,0.01,0.10,6.70,0.52,8.70,2.52,3.61,5.61
37,2017-12-01,81.00,-0.61,1015.63,4.15,9.20,79.00,8.55,0.98,0.03,0.31,5.06,0.16,7.06,2.16,2.61,4.61
436,2017-12-02,81.00,-1.19,1022.61,4.34,8.29,79.00,8.47,0.93,0.03,0.16,4.23,-1.28,6.23,0.72,1.48,3.48
729,2017-12-03,81.00,-1.02,1028.01,2.87,7.55,85.00,6.11,0.86,0.01,0.09,5.50,1.15,7.50,3.15,3.33,5.33
740,2017-12-04,83.00,1.83,1034.02,2.28,7.33,90.00,5.07,0.86,0.00,0.05,8.74,2.65,10.74,4.65,5.70,7.70
104,2017-12-05,84.00,2.54,1037.18,1.86,7.58,90.00,4.03,0.71,0.00,0.00,9.26,2.31,11.26,4.31,5.79,7.79
957,2017-12-06,83.00,1.47,1033.10,2.47,7.81,85.00,5.36,0.83,0.00,0.00,7.98,1.00,9.98,3.00,4.49,6.49
553,2017-12-07,83.00,2.87,1024.31,4.68,8.15,84.00,10.16,0.88,0.03,0.26,11.04,4.75,13.04,6.75,7.90,9.90
744,2017-12-08,78.00,2.43,1020.88,4.75,9.65,79.00,11.58,0.88,0.03,0.20,8.69,1.10,10.69,3.10,4.90,6.90
1125,2017-12-09,75.00,-1.12,1020.24,3.77,9.86,79.00,8.55,0.83,0.02,0.23,6.26,1.71,8.26,3.71,3.99,5.99
887,2017-12-10,85.00,4.14,997.75,6.10,8.90,91.00,15.76,0.93,0.13,0.94,10.99,6.56,12.99,8.56,8.78,10.78
25,2017-12-11,85.00,5.45,985.39,6.84,9.17,90.00,17.28,0.93,0.17,1.08,10.33,2.20,12.33,4.20,6.27,8.27
698,2017-12-12,81.00,1.78,1011.75,3.32,9.86,77.00,7.70,0.83,0.01,0.16,8.13,1.92,10.13,3.92,5.03,7.03
975,2017-12-13,81.00,2.98,1012.76,5.54,9.24,83.00,13.43,0.93,0.04,0.27,9.86,5.99,11.86,7.99,7.93,9.93
784,2017-12-14,80.00,4.92,1005.96,6.28,9.82,81.00,15.22,0.93,0.08,0.48,10.73,4.82,12.73,6.82,7.78,9.78
1153,2017-12-15,80.00,3.05,1003.23,5.26,9.86,79.00,12.54,0.93,0.05,0.49,8.72,2.83,10.72,4.83,5.78,7.78
647,2017-12-16,78.00,0.92,1016.74,4.20,9.83,76.00,8.00,0.88,0.01,0.14,7.49,1.48,9.49,3.48,4.49,6.49
339,2017-12-17,81.00,1.18,1026.74,3.45,9.19,84.00,7.00,0.88,0.01,0.10,7.35,3.47,9.35,5.47,5.41,7.41
119,2017-12-18,84.00,3.29,1026.77,3.98,8.72,84.00,8.37,0.90,0.03,0.29,8.89,1.20,10.89,3.20,5.05,7.05
1135,2017-12-19,86.00,1.72,1034.70,2.35,7.91,73.00,4.59,0.76,0.00,0.01,7.74,2.02,9.74,4.02,4.88,6.88
27,2017-12-20,88.00,3.28,1035.88,2.46,6.80,91.00,4.89,0.93,0.00,0.03,8.41,5.04,10.41,7.04,6.73,8.73
558,2017-12-21,89.00,5.38,1037.96,2.45,6.77,88.00,4.74,0.90,0.01,0.05,9.71,6.27,11.71,8.27,7.99,9.99
984,2017-12-22,89.00,6.36,1036.59,2.63,7.59,89.00,5.29,0.93,0.01,0.07,10.41,6.55,12.41,8.55,8.48,10.48
703,2018-02-23,66.00,-3.96,1012.49,4.20,9.66,71.00,6.95,2.00,0.00,0.03,5.49,-1.36,7.49,0.64,2.07,4.07
1152,2017-12-23,87.00,5.97,1036.45,2.36,8.23,91.00,5.30,0.83,0.00,0.03,10.67,5.19,12.67,7.19,7.93,9.93
571,2017-12-24,86.00,4.64,1031.42,2.68,9.28,89.00,4.98,0.79,0.00,0.04,9.44,3.66,11.44,5.66,6.55,8.55
791,2017-12-25,86.00,3.69,1020.71,4.13,8.85,88.00,8.03,0.83,0.02,0.39,9.22,4.12,11.22,6.12,6.67,8.67
890,2017-12-26,82.00,4.30,1007.93,5.31,9.69,80.00,13.63,0.93,0.08,0.54,9.97,4.86,11.97,6.86,7.42,9.42
552,2017-12-27,79.00,2.62,994.21,6.93,9.82,84.00,17.32,0.93,0.09,0.69,8.11,1.26,10.11,3.26,4.69,6.69
1186,2017-12-28,76.00,-0.67,1006.00,4.06,9.92,75.00,9.01,0.83,0.02,0.10,6.73,1.02,8.73,3.02,3.88,5.88
464,2017-12-29,82.00,2.37,1010.91,4.87,9.60,85.00,13.39,0.88,0.05,0.54,9.41,6.53,11.41,8.53,7.97,9.97
1183,2017-12-30,84.00,8.42,1012.70,6.48,8.99,91.00,15.15,0.93,0.07,0.60,14.33,8.38,16.33,10.38,11.36,13.36
766,2017-12-31,80.00,7.01,1012.27,6.12,9.73,85.00,14.90,0.81,0.04,0.42,14.43,6.44,16.43,8.44,10.44,12.44
320,2018-01-01,77.00,4.49,1012.60,7.26,9.77,80.00,17.96,0.90,0.09,1.00,11.14,6.23,13.14,8.23,8.69,10.69
1119,2018-01-02,81.00,5.65,1017.70,5.20,9.21,88.00,11.81,0.86,0.02,0.17,11.73,8.70,13.73,10.70,10.22,12.22
498,2018-01-03,77.00,7.22,1013.10,8.60,9.36,86.00,21.47,0.90,0.07,0.59,14.33,8.81,16.33,10.81,11.57,13.57
435,2018-01-04,83.00,9.16,1009.41,7.12,9.00,90.00,16.78,0.90,0.06,0.51,14.92,8.36,16.92,10.36,11.64,13.64
581,2018-01-05,83.00,7.25,1004.55,4.17,9.69,83.00,10.38,0.88,0.04,0.37,13.22,6.26,15.22,8.26,9.74,11.74
692,2018-01-06,88.00,6.14,1005.93,3.04,9.28,88.00,6.72,0.93,0.03,0.26,10.16,6.61,12.16,8.61,8.39,10.39
162,2018-01-07,83.00,5.65,1010.93,6.76,9.18,92.00,12.35,0.93,0.06,0.42,10.18,6.51,12.18,8.51,8.35,10.35
357,2018-01-08,84.00,5.09,1014.02,4.87,9.15,89.00,9.29,0.90,0.08,0.61,9.85,4.26,11.85,6.26,7.06,9.06
199,2018-01-09,87.00,4.91,1011.44,3.32,7.91,84.00,7.19,0.88,0.03,0.26,10.37,5.65,12.37,7.65,8.01,10.01
575,2018-01-10,84.00,5.17,1010.88,3.30,9.79,83.00,6.45,0.95,0.02,0.23,11.05,4.55,13.05,6.55,7.80,9.80
265,2018-01-11,87.00,4.41,1015.40,2.99,8.40,84.00,6.68,0.93,0.01,0.11,9.31,3.64,11.31,5.64,6.48,8.48
1056,2018-01-12,85.00,3.29,1023.66,2.68,7.67,85.00,5.50,0.88,0.01,0.07,8.63,1.84,10.63,3.84,5.24,7.24
601,2018-01-13,84.00,2.12,1019.32,3.24,8.20,81.00,5.95,0.95,0.00,0.01,8.27,2.72,10.27,4.72,5.50,7.50
746,2018-01-14,84.00,2.69,1017.96,2.55,8.49,80.00,4.48,0.90,0.01,0.08,8.60,2.89,10.60,4.89,5.75,7.75
175,2018-01-15,85.00,4.57,1015.87,5.17,8.87,87.00,12.86,1.00,0.06,0.48,10.41,7.48,12.41,9.48,8.95,10.95
